property_id,title,city,location,property_type,bhk,price,area_sqft,floor,total_floors,parking,furnished,amenities,metro_distance_km,availability,description
PROP-1190,2 BHK Apartment in Palm Residency,Ghaziabad,Vasundhara,Apartment,2,5450000,1280,3,12,False,Semi-Furnished,Clubhouse; Park; EV Charging; Gym; Intercom; Swimming Pool; Lift; Community Hall; Children's Play Area; Jogging Track,2.5,Available Now,"Fictional 2 BHK apartment in Vasundhara, Ghaziabad. 1280 sq ft home with semi-furnished interiors, no dedicated parking, approximately 2.5 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1191,4 BHK Penthouse in Panchsheel Heights,Ghaziabad,Indirapuram,Penthouse,4,11550000,2540,1,8,False,Semi-Furnished,Park; Gym; Community Hall; Clubhouse; 24x7 Security; Visitor Parking; Lift,2.0,Available in 30 Days,"Fictional 4 BHK penthouse in Indirapuram, Ghaziabad. 2540 sq ft home with semi-furnished interiors, no dedicated parking, approximately 2.0 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1192,3 BHK Penthouse in Royal Greens,Ghaziabad,Vaishali,Penthouse,3,5900000,1750,10,10,True,Semi-Furnished,Children's Play Area; Intercom; 24x7 Security; Clubhouse; Lift; EV Charging,1.3,Available Now,"Fictional 3 BHK penthouse in Vaishali, Ghaziabad. 1750 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.3 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1193,2 BHK Villa in Cedar Heights,Ghaziabad,Crossings Republik,Villa,2,4600000,1040,8,15,True,Fully Furnished,Children's Play Area; Swimming Pool; Lift; Jogging Track; Visitor Parking; Clubhouse; Power Backup; Gym; Park,4.1,Available in 30 Days,"Fictional 2 BHK villa in Crossings Republik, Ghaziabad. 1040 sq ft home with fully furnished interiors, dedicated parking, approximately 4.1 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1194,3 BHK Apartment in Grand Vista,Ghaziabad,Raj Nagar Extension,Apartment,3,7100000,1440,12,18,True,Unfurnished,Gym; Visitor Parking; Clubhouse; EV Charging; Lift; CCTV,5.2,Available in 30 Days,"Fictional 3 BHK apartment in Raj Nagar Extension, Ghaziabad. 1440 sq ft home with unfurnished interiors, dedicated parking, approximately 5.2 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1195,3 BHK Apartment in Urban Homes,Ghaziabad,Kaushambi,Apartment,3,8600000,1730,15,24,True,Semi-Furnished,Swimming Pool; Gym; Lift; EV Charging; 24x7 Security; Visitor Parking; Children's Play Area; Jogging Track,2.2,Available in 30 Days,"Fictional 3 BHK apartment in Kaushambi, Ghaziabad. 1730 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.2 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1196,3 BHK Penthouse in Maple Residency,Ghaziabad,Siddharth Vihar,Penthouse,3,6650000,1450,7,32,False,Unfurnished,EV Charging; Clubhouse; Community Hall; Swimming Pool; CCTV; Power Backup; Children's Play Area; Jogging Track,5.0,Available Now,"Fictional 3 BHK penthouse in Siddharth Vihar, Ghaziabad. 1450 sq ft home with unfurnished interiors, no dedicated parking, approximately 5.0 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1197,3 BHK Apartment in Metro View,Ghaziabad,Ahinsa Khand,Apartment,3,6800000,1590,8,18,True,Semi-Furnished,Swimming Pool; 24x7 Security; Power Backup; Jogging Track; Visitor Parking; Children's Play Area; CCTV; Park; Community Hall,3.3,Available in 30 Days,"Fictional 3 BHK apartment in Ahinsa Khand, Ghaziabad. 1590 sq ft home with semi-furnished interiors, dedicated parking, approximately 3.3 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1198,3 BHK Apartment in Palm Residency,Ghaziabad,Vasundhara,Apartment,3,7950000,1580,6,24,True,Semi-Furnished,Clubhouse; CCTV; Gym; Swimming Pool; Intercom; Children's Play Area; Jogging Track,3.4,Available Now,"Fictional 3 BHK apartment in Vasundhara, Ghaziabad. 1580 sq ft home with semi-furnished interiors, dedicated parking, approximately 3.4 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1199,3 BHK Apartment in Panchsheel Heights,Ghaziabad,Indirapuram,Apartment,3,7300000,1790,9,28,False,Fully Furnished,Clubhouse; Park; 24x7 Security; Lift; EV Charging; Visitor Parking; Jogging Track,2.5,Available in 60 Days,"Fictional 3 BHK apartment in Indirapuram, Ghaziabad. 1790 sq ft home with fully furnished interiors, no dedicated parking, approximately 2.5 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1200,2 BHK Builder Floor in Royal Greens,Ghaziabad,Vaishali,Builder Floor,2,4450000,1060,5,10,True,Unfurnished,Intercom; Children's Play Area; Clubhouse; Gym; Park; 24x7 Security; Jogging Track; CCTV,2.2,Available in 60 Days,"Fictional 2 BHK builder floor in Vaishali, Ghaziabad. 1060 sq ft home with unfurnished interiors, dedicated parking, approximately 2.2 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-3001,Premium 3 BHK Apartment - Sector 57,Gurgaon,Sector 57,Apartment,3,11200000,1750,8,18,True,Semi-Furnished,Swimming Pool; Gym; Clubhouse; Power Backup; 24x7 Security; Park; Lift,1.8,Available Now,Fictional premium 3 BHK with dedicated parking and strong metro connectivity.
PROP-3002,Budget-Friendly 3 BHK Apartment - Sector 70,Gurgaon,Sector 70,Apartment,3,9950000,1600,6,15,True,Semi-Furnished,Gym; Power Backup; 24x7 Security; Park; Lift; CCTV,4.2,Available Now,Fictional value-oriented 3 BHK with parking and reasonable metro access.
PROP-3003,Fully Furnished 3 BHK - Sector 50,Gurgaon,Sector 50,Apartment,3,11800000,1680,12,20,True,Fully Furnished,Gym; Clubhouse; Power Backup; 24x7 Security; Children's Play Area; Lift; Park,2.4,Available Now,Fictional fully furnished 3 BHK with parking and close metro access.
PROP-3004,Spacious 3 BHK Builder Floor - Sector 67,Gurgaon,Sector 67,Builder Floor,3,10100000,1820,3,4,True,Semi-Furnished,24x7 Security; Park; CCTV; Visitor Parking; Lift,3.1,Available in 30 Days,Fictional spacious builder floor offering strong value within a 1.1 crore target.
PROP-3005,Premium 3 BHK Apartment - Sector 67,Gurgaon,Sector 67,Apartment,3,12400000,1710,9,18,True,Semi-Furnished,Swimming Pool; Gym; Clubhouse; Power Backup; 24x7 Security; Jogging Track,2.9,Available Now,Fictional premium option slightly above a 1.2 crore budget.
PROP-3006,Metro-Adjacent 2 BHK - Sector 54,Gurgaon,Sector 54,Apartment,2,9200000,1240,10,20,True,Fully Furnished,Gym; Clubhouse; Power Backup; 24x7 Security; Lift; Park; CCTV,1.0,Available Now,Fictional 2 BHK suited to buyers prioritizing metro access over bedroom count.
PROP-3007,Family 4 BHK - Sector 82,Gurgaon,Sector 82,Apartment,4,16800000,2380,11,24,True,Semi-Furnished,Swimming Pool; Gym; Clubhouse; Power Backup; 24x7 Security; Park; Jogging Track,5.0,Available in 30 Days,Fictional spacious 4 BHK for larger families seeking amenities and parking.
PROP-3008,Value 3 BHK - Sector 137,Noida,Sector 137,Apartment,3,8900000,1580,7,18,True,Semi-Furnished,Gym; Clubhouse; Power Backup; 24x7 Security; Lift; Park,2.1,Available Now,Fictional value 3 BHK with parking and convenient metro access.
PROP-3009,Luxury 4 BHK - Sector 150,Noida,Sector 150,Penthouse,4,19500000,3100,18,20,True,Fully Furnished,Swimming Pool; Gym; Clubhouse; Power Backup; 24x7 Security; Jogging Track; EV Charging,4.7,Available Now,Fictional luxury penthouse with extensive amenities and premium pricing.
PROP-3010,Affordable 3 BHK - Indirapuram,Ghaziabad,Indirapuram,Apartment,3,7200000,1540,5,14,True,Semi-Furnished,Gym; Power Backup; 24x7 Security; Park; Lift; CCTV,1.6,Available Now,Fictional affordable 3 BHK for buyers prioritizing value and metro access.
PROP-3011,South Delhi 3 BHK - Saket,Delhi,Saket,Apartment,3,13200000,1540,6,10,True,Semi-Furnished,Gym; Power Backup; 24x7 Security; Lift; Park; CCTV,1.9,Available Now,Fictional South Delhi 3 BHK with parking and strong location appeal.
PROP-3012,Furnished 2 BHK - Dwarka Sector 10,Delhi,Dwarka Sector 10,Apartment,2,8200000,1180,8,14,True,Fully Furnished,Gym; Clubhouse; Power Backup; 24x7 Security; Lift; Park; CCTV,1.7,Available Now,Fictional furnished 2 BHK with parking and easy metro access.
